N° Enr.;NomETS;RegionETS
2280;COMPLEXE SCOLAIRE  PRIVEE SOUENET;BRAZZAVILLE
2281;COMPLEXE SCOLAIRE  SAINT AP?öTRE;POOL
2282;COMPLEXE SCOLAIRE ACACIA SCHOOL;BRAZZAVILLE
2283;COMPLEXE SCOLAIRE ACADEMIE DE MASSINA;BRAZZAVILLE
2284;COMPLEXE SCOLAIRE ADN;BRAZZAVILLE
2285;COMPLEXE SCOLAIRE AFRICAN SCHOOL;BRAZZAVILLE
2286;COMPLEXE SCOLAIRE AGAPE;POINTE-NOIRE
2287;COMPLEXE SCOLAIRE AGIOS 2;BRAZZAVILLE
2288;COMPLEXE SCOLAIRE AIME CESAIRE 2;BRAZZAVILLE
2289;COMPLEXE SCOLAIRE AIME CHRIST;BRAZZAVILLE
2290;COMPLEXE SCOLAIRE AIMEE CELESTE;BRAZZAVILLE
2291;COMPLEXE SCOLAIRE AJD;BRAZZAVILLE
2292;COMPLEXE SCOLAIRE AKEDA;KOUILOU
2293;COMPLEXE SCOLAIRE AKILI;BRAZZAVILLE
2294;COMPLEXE SCOLAIRE ALAIN MINISTRIES;BRAZZAVILLE
2295;COMPLEXE SCOLAIRE ALAIN PRINCE;BRAZZAVILLE
2296;COMPLEXE SCOLAIRE ALBERT CAMUS;BRAZZAVILLE
2297;COMPLEXE SCOLAIRE ALLEGRESSE DE LA RÃ‰COMPENSE;BRAZZAVILLE
2298;COMPLEXE SCOLAIRE ALPHONSE MA SAGESSE;POOL
2299;COMPLEXE SCOLAIRE ALPHONSO PREMIER;POINTE-NOIRE
2300;COMPLEXE SCOLAIRE AMIS D'ISMAEL;BRAZZAVILLE
2301;COMPLEXE SCOLAIRE ANACLET LOUNGOU;BRAZZAVILLE
2302;COMPLEXE SCOLAIRE ANATOLE BIYOUDI;POINTE-NOIRE
2303;COMPLEXE SCOLAIRE ANGE BERTIN;POINTE-NOIRE
2304;COMPLEXE SCOLAIRE ANGEL MIKEAL SCHOOL;BRAZZAVILLE
2305;COMPLEXE SCOLAIRE ANNE-MARIE JAVOUHEY 2;BRAZZAVILLE
2306;COMPLEXE SCOLAIRE ANTOINE LAVOISIER;BRAZZAVILLE
2307;COMPLEXE SCOLAIRE ASER;BRAZZAVILLE
2308;COMPLEXE SCOLAIRE ASER-1;BRAZZAVILLE
2309;COMPLEXE SCOLAIRE ASER-3;BRAZZAVILLE
2310;COMPLEXE SCOLAIRE AUREOLE;BRAZZAVILLE
2311;COMPLEXE SCOLAIRE BAB DE LAUNE 2;BRAZZAVILLE
2312;COMPLEXE SCOLAIRE BABIN;BRAZZAVILLE
2313;COMPLEXE SCOLAIRE BAMARLINE CETI D'OYO;CUVETTE
2314;COMPLEXE SCOLAIRE BEL-GRACE;BRAZZAVILLE
2315;COMPLEXE SCOLAIRE BENITECH;BRAZZAVILLE
2316;COMPLEXE SCOLAIRE BENOIT XVI SITE 2;BRAZZAVILLE
2317;COMPLEXE SCOLAIRE BENOIT XVI-2;BRAZZAVILLE
2318;COMPLEXE SCOLAIRE BENOÎT XVI-2;BRAZZAVILLE
2319;COMPLEXE SCOLAIRE BETHLEHEM 4;POOL
2320;COMPLEXE SCOLAIRE BETSALEEL;POINTE-NOIRE
2321;COMPLEXE SCOLAIRE BETSALEEL FILS D'URI;BRAZZAVILLE
2322;COMPLEXE SCOLAIRE BEVERLY HILLS;BRAZZAVILLE
2323;COMPLEXE SCOLAIRE BIAM-SCHOOL;POINTE-NOIRE
2324;COMPLEXE SCOLAIRE BIENHEUREUSE;BRAZZAVILLE
2325;COMPLEXE SCOLAIRE BIENHEUREUSE MARIE DE LA PASSION;BRAZZAVILLE
2326;COMPLEXE SCOLAIRE BILINGUE ALPHA SCHOOL2;POINTE-NOIRE
2327;COMPLEXE SCOLAIRE BILINGUE JE PUIS TOUT;POINTE-NOIRE
2328;COMPLEXE SCOLAIRE BILINGUE L'AGE D;KOUILOU
2329;COMPLEXE SCOLAIRE BILINGUE L'AGE DOR;KOUILOU
2330;COMPLEXE SCOLAIRE BILINGUE LA POLYVALENCE;POINTE-NOIRE
2331;COMPLEXE SCOLAIRE BILINGUE LE CAPITOLE;POINTE-NOIRE
2332;COMPLEXE SCOLAIRE BILINGUE LE PRESTIGE;POINTE-NOIRE
2333;COMPLEXE SCOLAIRE BILINGUE LE PRINCE DU SUCCES;BRAZZAVILLE
2334;COMPLEXE SCOLAIRE BILINGUE LES RACHETES;POINTE-NOIRE
2335;COMPLEXE SCOLAIRE BILINGUE LIGHT WORLD SCHOOL 2;POINTE-NOIRE
2336;COMPLEXE SCOLAIRE BILINGUE LIGHT WORLD SCHOOL 3;POINTE-NOIRE
2337;COMPLEXE SCOLAIRE BILINGUE LIGHT WORLD SCHOOL NGOY;POINTE-NOIRE
2338;COMPLEXE SCOLAIRE BILINGUE MANAO;POINTE-NOIRE
2339;COMPLEXE SCOLAIRE BILINGUE NOTRE AVENIR;POINTE-NOIRE
2340;COMPLEXE SCOLAIRE BILINGUE NOTRE DAME DU PERPETUEL;POOL
2341;COMPLEXE SCOLAIRE BILINGUE PERFECTION;POINTE-NOIRE
2342;COMPLEXE SCOLAIRE BILINGUE SOURCE SCHOOL;POINTE-NOIRE
2343;COMPLEXE SCOLAIRE BIZI;POINTE-NOIRE
2344;COMPLEXE SCOLAIRE BLESSING SCHOOL;POINTE-NOIRE
2345;COMPLEXE SCOLAIRE BONHEUR SCHO;BRAZZAVILLE
2346;COMPLEXE SCOLAIRE BONHEUR SCHOOL;BRAZZAVILLE
2347;COMPLEXE SCOLAIRE CATHOLIQUE MARIE IMMACULEE;BRAZZAVILLE
2348;COMPLEXE SCOLAIRE CATHOLIQUE SAINT JEAN BAPTISTE;BRAZZAVILLE
2349;COMPLEXE SCOLAIRE CATHOLIQUE SAINT JEAN II;BRAZZAVILLE
2350;COMPLEXE SCOLAIRE CENDREMI;BRAZZAVILLE
2351;COMPLEXE SCOLAIRE CHANANDA;BRAZZAVILLE
2352;COMPLEXE SCOLAIRE CHANTAL;BRAZZAVILLE
2353;COMPLEXE SCOLAIRE CHARITE BIAYENDA;BRAZZAVILLE
2354;COMPLEXE SCOLAIRE CHEMIN EMMAUS;BRAZZAVILLE
2355;COMPLEXE SCOLAIRE CHRIST ECOLE;BRAZZAVILLE
2356;COMPLEXE SCOLAIRE CHRIST VIT D'OYO;CUVETTE
2357;COMPLEXE SCOLAIRE CHRIST-VIT D'OYO;CUVETTE
2358;COMPLEXE SCOLAIRE CHRISTABELLE;POOL
2359;COMPLEXE SCOLAIRE CITE DE DAVID;BRAZZAVILLE
2360;COMPLEXE SCOLAIRE CITE DES NOBLES;BRAZZAVILLE
2361;COMPLEXE SCOLAIRE CITE FUTURE;BRAZZAVILLE
2362;COMPLEXE SCOLAIRE CLE DU SAVOIR;BRAZZAVILLE
2363;COMPLEXE SCOLAIRE CLE DU SAVOIR 2;BRAZZAVILLE
2364;COMPLEXE SCOLAIRE CLE DU SAVOIR2;BRAZZAVILLE
2365;COMPLEXE SCOLAIRE COEUR DE VIE DE BOUANSA;BOUENZA
2366;COMPLEXE SCOLAIRE COGITO ERGO-SUM;BRAZZAVILLE
2367;COMPLEXE SCOLAIRE COLLEGE DE FRANCE I;BRAZZAVILLE
2368;COMPLEXE SCOLAIRE COLLEGE DE FRANCE II;BRAZZAVILLE
2369;COMPLEXE SCOLAIRE COLOMBE DE LA PAIX;POINTE-NOIRE
2370;COMPLEXE SCOLAIRE COMIBAF 4;BRAZZAVILLE
2371;COMPLEXE SCOLAIRE COMMUNAUTAIRE ARMEE DU SALUT;POINTE-NOIRE
2372;COMPLEXE SCOLAIRE COMMUNAUTE CHRETIENNE DE BRAZZA;BOUENZA
2373;COMPLEXE SCOLAIRE COMPETENCIA;BRAZZAVILLE
2374;COMPLEXE SCOLAIRE DE KANGAMITEMA;CUVETTE OUEST
2375;COMPLEXE SCOLAIRE DE LOUANDA;LOUANDA-CABINDA
2376;COMPLEXE SCOLAIRE DE LUANDA;LUANDA-CABINDA
2377;COMPLEXE SCOLAIRE DE PERE EN FILS;POINTE-NOIRE
2378;COMPLEXE SCOLAIRE DEFI DE TSENER;POINTE-NOIRE
2379;COMPLEXE SCOLAIRE DELIVRANCE DU CERVEAU 1;BRAZZAVILLE
2380;COMPLEXE SCOLAIRE DESIRA;POINTE-NOIRE
2381;COMPLEXE SCOLAIRE DEUX-AMIS SCHOOL;BRAZZAVILLE
2382;COMPLEXE SCOLAIRE DIEU-VIE;BRAZZAVILLE
2383;COMPLEXE SCOLAIRE DIVINE ET KYLIANE;POINTE-NOIRE
2384;COMPLEXE SCOLAIRE DÃ‰LIVRANCE DU CERVEAU 1;BRAZZAVILLE
2385;COMPLEXE SCOLAIRE ECCLESIASTE;POINTE-NOIRE
2386;COMPLEXE SCOLAIRE EDEN;BRAZZAVILLE
2387;COMPLEXE SCOLAIRE EDUCATION ISLAMIQUE;POINTE-NOIRE
2388;COMPLEXE SCOLAIRE EL SALVADOR;POINTE-NOIRE
2389;COMPLEXE SCOLAIRE ELIKIA;POINTE-NOIRE
2390;COMPLEXE SCOLAIRE ELISABETH'S SCHOOL;BRAZZAVILLE
2391;COMPLEXE SCOLAIRE ELPIS;POINTE-NOIRE
2392;COMPLEXE SCOLAIRE EMERGENCE;BRAZZAVILLE
2393;COMPLEXE SCOLAIRE EMILIENNE MOUEBARA;BRAZZAVILLE
2394;COMPLEXE SCOLAIRE EMINENCE SCHOOL BILINGUE;POINTE-NOIRE
2395;COMPLEXE SCOLAIRE EMMANUEL;BRAZZAVILLE
2396;COMPLEXE SCOLAIRE EMMANUEL;NIARI
2397;COMPLEXE SCOLAIRE EMMAUS;POOL
2398;COMPLEXE SCOLAIRE EMONAYA;BRAZZAVILLE
2399;COMPLEXE SCOLAIRE ENCYCLOPEDIE;BRAZZAVILLE
2400;COMPLEXE SCOLAIRE ENFANT JESUS SAINT KISITO;POINTE-NOIRE
2401;COMPLEXE SCOLAIRE ENFANT JESUS SAINT PIERRE;POINTE-NOIRE
2402;COMPLEXE SCOLAIRE ETOILE DU MATIN;BRAZZAVILLE
2403;COMPLEXE SCOLAIRE ETOILE DU MATIN;POINTE-NOIRE
2404;COMPLEXE SCOLAIRE ETOILE POLAIRE DE BONATHO;POINTE-NOIRE
2405;COMPLEXE SCOLAIRE EVANGELIQUE DE ;BOUENZA
2406;COMPLEXE SCOLAIRE EVANGELIQUE DE MASSINA;BRAZZAVILLE
2407;COMPLEXE SCOLAIRE EVANGELIQUE DE NKAYI;BOUENZA
2408;COMPLEXE SCOLAIRE EVANGELIQUE MUSANA;BRAZZAVILLE
2409;COMPLEXE SCOLAIRE EVOLUTION;POINTE-NOIRE
2410;COMPLEXE SCOLAIRE EXCELLENCE DE GABRIEL;POINTE-NOIRE
2411;COMPLEXE SCOLAIRE FERNAND NATHAN (MAYINGA);POINTE-NOIRE
2412;COMPLEXE SCOLAIRE FERNAND NATHAN (NGOYO);POINTE-NOIRE
2413;COMPLEXE SCOLAIRE FONDATION PASTEUR NGO ANTOINE;NIARI
2414;COMPLEXE SCOLAIRE FONDATION SHEKINA;NIARI
2415;COMPLEXE SCOLAIRE FORTUNE EFOTOTO;LIKOUALA
2416;COMPLEXE SCOLAIRE FRANCOIS EFOUAN;BRAZZAVILLE
2417;COMPLEXE SCOLAIRE FRED BEAUPRES;BRAZZAVILLE
2418;COMPLEXE SCOLAIRE FRED FRANCIS;BRAZZAVILLE
2419;COMPLEXE SCOLAIRE GAMALIEL;BRAZZAVILLE
2420;COMPLEXE SCOLAIRE GENERATION D'ELITES;POOL
2421;COMPLEXE SCOLAIRE GERDY;BRAZZAVILLE
2422;COMPLEXE SCOLAIRE GMO-LES ENFANTS;POOL
2423;COMPLEXE SCOLAIRE GOOD SCHOOL;BRAZZAVILLE
2424;COMPLEXE SCOLAIRE GOURA MOLIERE;LEKOUMOU
2425;COMPLEXE SCOLAIRE GOURA-MOLIERE;BRAZZAVILLE
2426;COMPLEXE SCOLAIRE GRACE KEBATH;BRAZZAVILLE
2427;COMPLEXE SCOLAIRE GRACE RHUDDY;BRAZZAVILLE
2428;COMPLEXE SCOLAIRE GRACIAS ITOUA;BRAZZAVILLE
2429;COMPLEXE SCOLAIRE GRACIAS ITOUA 1;BRAZZAVILLE
2430;COMPLEXE SCOLAIRE GRACIAS ITOUA 2;BRAZZAVILLE
2431;COMPLEXE SCOLAIRE GUSTAVE FLAUBERT;BRAZZAVILLE
2432;COMPLEXE SCOLAIRE GUY MAKOSSO;POINTE-NOIRE
2433;COMPLEXE SCOLAIRE GÃ‰NÃ‰RATION D'AVENIR;BRAZZAVILLE
2434;COMPLEXE SCOLAIRE GÃ‰NÃ‰RATION D'Ã‰LITES;POOL
2435;COMPLEXE SCOLAIRE HARVARD SCHOOL;BRAZZAVILLE
2436;COMPLEXE SCOLAIRE HAVARD SCHOOL DE PEHOT;BRAZZAVILLE
2437;COMPLEXE SCOLAIRE HD;BRAZZAVILLE
2438;COMPLEXE SCOLAIRE HEGEL;BRAZZAVILLE
2439;COMPLEXE SCOLAIRE HELENA EKO;BRAZZAVILLE
2440;COMPLEXE SCOLAIRE HENRI FAYOL;BRAZZAVILLE
2441;COMPLEXE SCOLAIRE HENRI GUILLAUMET;POINTE-NOIRE
2442;COMPLEXE SCOLAIRE HENRIMELIE;BRAZZAVILLE
2443;COMPLEXE SCOLAIRE HERMINE;BRAZZAVILLE
2444;COMPLEXE SCOLAIRE HILAIRE;BRAZZAVILLE
2445;COMPLEXE SCOLAIRE HOLY JOY SCHOOL;POINTE-NOIRE
2446;COMPLEXE SCOLAIRE HORIZON;BRAZZAVILLE
2447;COMPLEXE SCOLAIRE HORIZON DU SAVOIR;BRAZZAVILLE
2448;COMPLEXE SCOLAIRE HUGO SCHOOL;BRAZZAVILLE
2449;COMPLEXE SCOLAIRE IAB SCHOOL DE MAYANGA;BRAZZAVILLE
2450;COMPLEXE SCOLAIRE IDOLE ATSOUAYE;BRAZZAVILLE
2451;COMPLEXE SCOLAIRE IDORETTE SCHOOL;POINTE-NOIRE
2452;COMPLEXE SCOLAIRE INSPECTEUR ADRIEN BOUENDE;BRAZZAVILLE
2453;COMPLEXE SCOLAIRE INSPECTEUR ADRIEN BOUENDE MASSIN;BRAZZAVILLE
2454;COMPLEXE SCOLAIRE INSPECTEUR AIME CHIDAS;BRAZZAVILLE
2455;COMPLEXE SCOLAIRE INSPECTEUR NDEFI MBEDI;BOUENZA
2456;COMPLEXE SCOLAIRE INTELLECT;BRAZZAVILLE
2457;COMPLEXE SCOLAIRE ITAC 2;BRAZZAVILLE
2458;COMPLEXE SCOLAIRE ITAC4;BRAZZAVILLE
2459;COMPLEXE SCOLAIRE JACKSON;BOUENZA
2460;COMPLEXE SCOLAIRE JACKSON(NKAYI);BOUENZA
2461;COMPLEXE SCOLAIRE JACQUELINE MAMONI;BRAZZAVILLE
2462;COMPLEXE SCOLAIRE JEAN FELIX EMELINE SCHOOL;POINTE-NOIRE
2463;COMPLEXE SCOLAIRE JEAN PAUL SARTRE;BRAZZAVILLE
2464;COMPLEXE SCOLAIRE JEANNE D'ARC;BRAZZAVILLE
2465;COMPLEXE SCOLAIRE JEROME SCHOOL;BRAZZAVILLE
2466;COMPLEXE SCOLAIRE JOB;BRAZZAVILLE
2467;COMPLEXE SCOLAIRE JOSEPH PERFECTION EDUCATION II;BRAZZAVILLE
2468;COMPLEXE SCOLAIRE JOSEPH PERFECTION EDUCATION II;POINTE-NOIRE
2469;COMPLEXE SCOLAIRE JULIENNE TSATSA;KOUILOU
2470;COMPLEXE SCOLAIRE JULIENNE TSATSA;POINTE-NOIRE
2471;COMPLEXE SCOLAIRE JUSTICIA;BRAZZAVILLE
2472;COMPLEXE SCOLAIRE JÃ‰HOVAH JIRE FLEUR NARCISSE;BRAZZAVILLE
2473;COMPLEXE SCOLAIRE KENGUE CITE DU SAVOIR;BRAZZAVILLE
2474;COMPLEXE SCOLAIRE KERENE;BRAZZAVILLE
2475;COMPLEXE SCOLAIRE KIMPEREMOUE KIM;BRAZZAVILLE
2476;COMPLEXE SCOLAIRE KING-MALO;POINTE-NOIRE
2477;COMPLEXE SCOLAIRE KOUA LA PATIENCE 2;POINTE-NOIRE
2478;COMPLEXE SCOLAIRE KOUA LA PATIENCE 3;POINTE-NOIRE
2479;COMPLEXE SCOLAIRE KOUBAYETTE;BRAZZAVILLE
2480;COMPLEXE SCOLAIRE L'AVENIR REEL;BRAZZAVILLE
2481;COMPLEXE SCOLAIRE L'AVENIR REEL 1;BRAZZAVILLE
2482;COMPLEXE SCOLAIRE L'ELEVE AVERTI;BRAZZAVILLE
2483;COMPLEXE SCOLAIRE L'EMERGENCE;POINTE-NOIRE
2484;COMPLEXE SCOLAIRE L'ESPOIR 2;BRAZZAVILLE
2485;COMPLEXE SCOLAIRE L'HORTENSIA;BRAZZAVILLE
2486;COMPLEXE SCOLAIRE L'INDEPENDANT;POINTE-NOIRE
2487;COMPLEXE SCOLAIRE LA BONNE ESPERANCE;BRAZZAVILLE
2488;COMPLEXE SCOLAIRE LA CHARITE;POINTE-NOIRE
2489;COMPLEXE SCOLAIRE LA CITE DES GENIES;POINTE-NOIRE
2490;COMPLEXE SCOLAIRE LA CLOC;BRAZZAVILLE
2491;COMPLEXE SCOLAIRE LA CLOCHE;BRAZZAVILLE
2492;COMPLEXE SCOLAIRE LA COLOMBE DE BETOU;LIKOUALA
2493;COMPLEXE SCOLAIRE LA CONNAISSANCE;BRAZZAVILLE
2494;COMPLEXE SCOLAIRE LA COURONNE;BRAZZAVILLE
2495;COMPLEXE SCOLAIRE LA COURONNE D'OR;BRAZZAVILLE
2496;COMPLEXE SCOLAIRE LA CROISSANCE;POINTE-NOIRE
2497;COMPLEXE SCOLAIRE LA DESTINEE;BRAZZAVILLE
2498;COMPLEXE SCOLAIRE LA DIVINITE SCHOOL;BRAZZAVILLE
2499;COMPLEXE SCOLAIRE LA FAVEUR;POINTE-NOIRE
2500;COMPLEXE SCOLAIRE LA GEORDELIA II;POOL
2501;COMPLEXE SCOLAIRE LA GLOIRE DE DIEU;BRAZZAVILLE
2502;COMPLEXE SCOLAIRE LA GLOIRE DE NIANIA;BRAZZAVILLE
2503;COMPLEXE SCOLAIRE LA GRACE DE LYTHE;BRAZZAVILLE
2504;COMPLEXE SCOLAIRE LA GRACE ETONNANTE;BRAZZAVILLE
2505;COMPLEXE SCOLAIRE LA GRACIEL;BRAZZAVILLE
2506;COMPLEXE SCOLAIRE LA JACQUELINE;POINTE-NOIRE
2507;COMPLEXE SCOLAIRE LA JOIE SCHOOL;POINTE-NOIRE
2508;COMPLEXE SCOLAIRE LA LUISSANCE;POINTE-NOIRE
2509;COMPLEXE SCOLAIRE LA METHODE;POINTE-NOIRE
2510;COMPLEXE SCOLAIRE LA NOBLESSE DE SUBLIME;BRAZZAVILLE
2511;COMPLEXE SCOLAIRE LA NOUVELLE IDEE;BRAZZAVILLE
2512;COMPLEXE SCOLAIRE LA NOUVELLE SYNERGIE;POINTE-NOIRE
2513;COMPLEXE SCOLAIRE LA PAILLOTE;BRAZZAVILLE
2514;COMPLEXE SCOLAIRE LA PERCEE;POINTE-NOIRE
2515;COMPLEXE SCOLAIRE LA PERLE D'EMERAUDE;BRAZZAVILLE
2516;COMPLEXE SCOLAIRE LA PLUME DE L'EXCELLENCE;PLATEAUX
2517;COMPLEXE SCOLAIRE LA PRIORITE;POINTE-NOIRE
2518;COMPLEXE SCOLAIRE LA PRIORITÃ‰;POINTE-NOIRE
2519;COMPLEXE SCOLAIRE LA PROMESSE;NIARI
2520;COMPLEXE SCOLAIRE LA PROSPERITÉ;POINTE-NOIRE
2521;COMPLEXE SCOLAIRE LA PUISSANCE DIVINE;BRAZZAVILLE
2522;COMPLEXE SCOLAIRE LA PUISSANCE DIVINE 2;BRAZZAVILLE
2523;COMPLEXE SCOLAIRE LA RELEVE;BRAZZAVILLE
2524;COMPLEXE SCOLAIRE LA REUSSITE DE POUYADOU;BRAZZAVILLE
2525;COMPLEXE SCOLAIRE LA REVELATION;BRAZZAVILLE
2526;COMPLEXE SCOLAIRE LA ROSE AMINATA;POINTE-NOIRE
2527;COMPLEXE SCOLAIRE LA ROYAUTE;BRAZZAVILLE
2528;COMPLEXE SCOLAIRE LA ROYAUTE DIVINE;BRAZZAVILLE
2529;COMPLEXE SCOLAIRE LA SAGESSE DE DISTEY;BRAZZAVILLE
2530;COMPLEXE SCOLAIRE LA SAGESSE DIVINE DES ELITES;POINTE-NOIRE
2531;COMPLEXE SCOLAIRE LA SANTE;KOUILOU
2532;COMPLEXE SCOLAIRE LA SECONDE GLOIRE;BRAZZAVILLE
2533;COMPLEXE SCOLAIRE LA SEMEUSE;POINTE-NOIRE
2534;COMPLEXE SCOLAIRE LA SHOUNAMITE;POINTE-NOIRE
2535;COMPLEXE SCOLAIRE LA SINCERITE;BRAZZAVILLE
2536;COMPLEXE SCOLAIRE LA SOURCE;BRAZZAVILLE
2537;COMPLEXE SCOLAIRE LA VERTU-2;BRAZZAVILLE
2538;COMPLEXE SCOLAIRE LA VICTOIRE;BRAZZAVILLE
2539;COMPLEXE SCOLAIRE LA VILLE DES PALMIERS;POOL
2540;COMPLEXE SCOLAIRE LA VOIX DE L'ESPERANCE;BRAZZAVILLE
2541;COMPLEXE SCOLAIRE LADO SCHOOL;POINTE-NOIRE
2542;COMPLEXE SCOLAIRE LAMARTINE;BRAZZAVILLE
2543;COMPLEXE SCOLAIRE LAMORERE;BRAZZAVILLE
2544;COMPLEXE SCOLAIRE LANDRY-DESMANICETS;NIARI
2545;COMPLEXE SCOLAIRE LAVOISIER;BRAZZAVILLE
2546;COMPLEXE SCOLAIRE LAVOISIER DE MIKALOU;BRAZZAVILLE
2547;COMPLEXE SCOLAIRE LE BON BERGER 2;BRAZZAVILLE
2548;COMPLEXE SCOLAIRE LE CEDRE;BRAZZAVILLE
2549;COMPLEXE SCOLAIRE LE CHANDELIER;BRAZZAVILLE
2550;COMPLEXE SCOLAIRE LE CHATEAU DE L'EXCELLENCE;BRAZZAVILLE
2551;COMPLEXE SCOLAIRE LE COGITO PERE BOUKA;BRAZZAVILLE
2552;COMPLEXE SCOLAIRE LE COGITO PERE BOUKA;POOL
2553;COMPLEXE SCOLAIRE LE COGITO PERE BOUKA II;POOL
2554;COMPLEXE SCOLAIRE LE GENIE DE FE;POINTE-NOIRE
2555;COMPLEXE SCOLAIRE LE GRENIER DU QUARTIER;BRAZZAVILLE
2556;COMPLEXE SCOLAIRE LE JADE;POINTE-NOIRE
2557;COMPLEXE SCOLAIRE LE JARDIM;BRAZZAVILLE
2558;COMPLEXE SCOLAIRE LE MEF;BRAZZAVILLE
2559;COMPLEXE SCOLAIRE LE MOLIERE;BOUENZA
2560;COMPLEXE SCOLAIRE LE MONDE DES ELITES;BRAZZAVILLE
2561;COMPLEXE SCOLAIRE LE MONDE DES Ã‰LITES;BRAZZAVILLE
2562;COMPLEXE SCOLAIRE LE NID ;POINTE-NOIRE
2563;COMPLEXE SCOLAIRE LE NID DU SAVOIR;POINTE-NOIRE
2564;COMPLEXE SCOLAIRE LE PALMIER;BRAZZAVILLE
2565;COMPLEXE SCOLAIRE LE PARADIS SITE 2;POINTE-NOIRE
2566;COMPLEXE SCOLAIRE LE PETROLIER;BRAZZAVILLE
2567;COMPLEXE SCOLAIRE LE REFERENTIEL DU SAVOIR;POINTE-NOIRE
2568;COMPLEXE SCOLAIRE LE RELAIS 1;POINTE-NOIRE
2569;COMPLEXE SCOLAIRE LE RELAIS 2;POINTE-NOIRE
2570;COMPLEXE SCOLAIRE LE RENOUVEAU;BRAZZAVILLE
2571;COMPLEXE SCOLAIRE LE REQUIN;BRAZZAVILLE
2572;COMPLEXE SCOLAIRE LE REVEIL DE L'ECOLIER;BRAZZAVILLE
2573;COMPLEXE SCOLAIRE LE REVEIL DE L'ECOLIER;POINTE-NOIRE
2574;COMPLEXE SCOLAIRE LE ROCHER;BRAZZAVILLE
2575;COMPLEXE SCOLAIRE LE ROCHER DU CIEL;BRAZZAVILLE
2576;COMPLEXE SCOLAIRE LE SAPHIR;BOUENZA
2577;COMPLEXE SCOLAIRE LE SAVOIR A.M;BRAZZAVILLE
2578;COMPLEXE SCOLAIRE LE VIRLAUDE;BRAZZAVILLE
2579;COMPLEXE SCOLAIRE LEAURRY-FLORIDE;BRAZZAVILLE
2580;COMPLEXE SCOLAIRE LEHO SONY;BRAZZAVILLE
2581;COMPLEXE SCOLAIRE LEKA GATSONGO;BRAZZAVILLE
2582;COMPLEXE SCOLAIRE LENG'SCHOOLS;BRAZZAVILLE
2583;COMPLEXE SCOLAIRE LES AIGLONS;SANGHA
2584;COMPLEXE SCOLAIRE LES AMIS D'EXAU;POINTE-NOIRE
2585;COMPLEXE SCOLAIRE LES AMIS D'EXAUCE;POINTE-NOIRE
2586;COMPLEXE SCOLAIRE LES AMIS D'EXAUCEE;POINTE-NOIRE
2587;COMPLEXE SCOLAIRE LES AMIS DE DAVID;NIARI
2588;COMPLEXE SCOLAIRE LES AMIS DE JO-STEEVE;BRAZZAVILLE
2589;COMPLEXE SCOLAIRE LES AMIS DE MAMA NKENGUE;BRAZZAVILLE
2590;COMPLEXE SCOLAIRE LES AMIS DE MARION;BRAZZAVILLE
2591;COMPLEXE SCOLAIRE LES AMIS DE MAÃ‹LY;BRAZZAVILLE
2592;COMPLEXE SCOLAIRE LES AMIS DE MAËLY;BRAZZAVILLE
2593;COMPLEXE SCOLAIRE LES AMIS DE NAK;BOUENZA
2594;COMPLEXE SCOLAIRE LES AMIS DE NOVA;BRAZZAVILLE
2595;COMPLEXE SCOLAIRE LES BEATITUDES;POINTE-NOIRE
2596;COMPLEXE SCOLAIRE LES BÃ‰NIS;POINTE-NOIRE
2597;COMPLEXE SCOLAIRE LES CALIBRES DE DJIBRIL;BRAZZAVILLE
2598;COMPLEXE SCOLAIRE LES CALLIGRAPHES 2;BRAZZAVILLE
2599;COMPLEXE SCOLAIRE LES CALLIGRAPHES 3;BRAZZAVILLE
2600;COMPLEXE SCOLAIRE LES CHRETIENS DE SOUANKE;SANGHA
2601;COMPLEXE SCOLAIRE LES DELICES DU SAVOIR;BRAZZAVILLE
2602;COMPLEXE SCOLAIRE LES DISCIPLES II;BRAZZAVILLE
2603;COMPLEXE SCOLAIRE LES DORINETTES;BRAZZAVILLE
2604;COMPLEXE SCOLAIRE LES ELUS;BRAZZAVILLE
2605;COMPLEXE SCOLAIRE LES ELUS MD;BRAZZAVILLE
2606;COMPLEXE SCOLAIRE LES FILS D'ALLIANCE;POINTE-NOIRE
2607;COMPLEXE SCOLAIRE LES FUTURS CADRES;BRAZZAVILLE
2608;COMPLEXE SCOLAIRE LES GENIES DE KISS 2;BRAZZAVILLE
2609;COMPLEXE SCOLAIRE LES GLORIEUX;KOUILOU
2610;COMPLEXE SCOLAIRE LES GREGORIENS D'IKOLO;BRAZZAVILLE
2611;COMPLEXE SCOLAIRE LES LUMIERES;BRAZZAVILLE
2612;COMPLEXE SCOLAIRE LES MERVEILLES D'AURORE;BRAZZAVILLE
2613;COMPLEXE SCOLAIRE LES MESSAGERS;BRAZZAVILLE
2614;COMPLEXE SCOLAIRE LES PATRIOTES;BRAZZAVILLE
2615;COMPLEXE SCOLAIRE LES PETITS ANGES D'ELISA;POINTE-NOIRE
2616;COMPLEXE SCOLAIRE LES PETITS BERTRAND;NIARI
2617;COMPLEXE SCOLAIRE LES REMEDES;BRAZZAVILLE
2618;COMPLEXE SCOLAIRE LES SISTERS INTELLIGENCIA;BRAZZAVILLE
2619;COMPLEXE SCOLAIRE LES SOUVENIRS D'ETIENNE D'OYO;CUVETTE
